index,x,y,z,B_x,B_y,B_z
168,-1.8000000000000007,-287.25,74.22000000000003,-0.317396,-0.26613000000000003,-2.60132
169,-1.8000000000000007,-287.25,114.22000000000003,-0.227692,-0.180045,-2.5907
170,-1.8000000000000007,-247.25,-45.78,-0.353926,-0.5815060000000001,-2.271
171,-1.8000000000000007,-247.25,-5.779999999999973,-0.356528,-0.49627,-2.39906
172,-1.8000000000000007,-247.25,34.22000000000003,-0.313334,-0.402352,-2.4756
173,-1.8000000000000007,-247.25,74.22000000000003,-0.247948,-0.313152,-2.51284
174,-1.8000000000000007,-247.25,114.22000000000003,-0.1546718,-0.233738,-2.5241
175,18.2,-247.25,-45.78,-0.304742,-0.544802,-2.29058
176,18.2,-247.25,-5.779999999999973,-0.318614,-0.447022,-2.39106
177,18.2,-247.25,34.22000000000003,-0.288166,-0.35996,-2.44876
178,18.2,-247.25,74.22000000000003,-0.220328,-0.271882,-2.47538
179,18.2,-247.25,114.22000000000003,-0.1354684,-0.199522,-2.47836
180,38.2,-247.25,-45.78,-0.281028,-0.518552,-2.31244
181,38.2,-247.25,-5.779999999999973,-0.29782,-0.42766,-2.38348
182,38.2,-247.25,34.22000000000003,-0.267354,-0.338304,-2.4251400000000003
183,38.2,-247.25,74.22000000000003,-0.213898,-0.250622,-2.44122
184,38.2,-247.25,114.22000000000003,-0.12874760000000002,-0.182792,-2.43846
185,38.2,-207.25,-45.78,-0.263302,-0.51605,-2.22748
186,38.2,-207.25,-5.779999999999973,-0.26316,-0.428444,-2.29724
187,38.2,-207.25,34.22000000000003,-0.23264,-0.356308,-2.34302
188,38.2,-207.25,74.22000000000003,-0.16932879999999995,-0.287764,-2.36996
189,38.2,-207.25,114.22000000000003,-0.0945264,-0.219572,-2.38022
190,18.2,-207.25,-45.78,-0.27134,-0.547726,-2.2122
191,18.2,-207.25,-5.779999999999973,-0.26938,-0.4763060000000001,-2.30262
192,18.2,-207.25,34.22000000000003,-0.233646,-0.402218,-2.3643
193,18.2,-207.25,74.22000000000003,-0.1684338,-0.32734800000000003,-2.40156
194,18.2,-207.25,114.22000000000003,-0.0911128,-0.25799,-2.41776
195,-1.8000000000000007,-207.25,-45.78,-0.32075,-0.550178,-2.2035400000000003
196,-1.8000000000000007,-207.25,-5.779999999999973,-0.30647,-0.491106,-2.31474
197,-1.8000000000000007,-207.25,34.22000000000003,-0.26686,-0.420224,-2.38996
198,-1.8000000000000007,-207.25,74.22000000000003,-0.18988,-0.34304,-2.43854
199,-1.8000000000000007,-207.25,114.22000000000003,-0.1076838,-0.273596,-2.46088
