cycle,time_start,time_end,u,v,w,B_u,dB_u,B_v,dB_v,B_w,dB_w
189,1565402879.6403682,1565402883.6413724,-87.95,-106.13000000000001,167.25,0.0441146,0.0012951619999999999,2.13732,0.000491935,0.97446,0.000488723
190,1565402892.5999522,1565402896.5995693,-87.95,-66.13000000000001,167.25,0.144804,0.0027274340000000004,2.12436,0.001066771,0.80615,0.00039761800000000003
191,1565402904.2566838,1565402908.2601,-87.95,-46.129999999999995,167.25,0.182409,0.006810291,2.12284,0.0006426509999999999,0.731304,0.001317281
192,1565402951.2160838,1565402955.2160985,-87.95,-146.13,247.25,-0.93726,0.0026271940000000002,2.88736,0.000680441,1.463872,0.001360301
193,1565402959.9290013,1565402963.928964,-87.95,-106.13000000000001,247.25,-0.406276,0.000633309,2.68872,0.001116692,1.081632,0.00323309
194,1565402970.8243964,1565402974.8249683,-87.95,-66.13000000000001,247.25,-0.0650988,0.0010901139999999999,2.52958,0.000228035,0.825356,0.0006765569999999999
195,1565402979.6802564,1565402983.6808438,-87.95,-46.129999999999995,247.25,0.0490034,0.000313692,2.4728,0.000158114,0.722886,0.000541091
196,1565403051.6559484,1565403055.6562831,-87.95,-146.13,287.25,-1.246774,0.0022771429999999997,3.35642,0.0008136339999999999,1.389064,0.000452139
197,1565403060.2892313,1565403064.2896242,-87.95,-106.13000000000001,287.25,-0.57666,0.00143762,3.00074,0.0007231869999999999,1.00714,0.00049965
198,1565403070.1129344,1565403074.112795,-87.95,-66.13000000000001,287.25,-0.1248224,0.02976407,2.73486,0.00038470800000000004,0.75148,0.001021445
199,1565403079.8173018,1565403083.818421,-87.95,-46.129999999999995,287.25,0.008117,0.000502708,2.64474,8.944299999999999e-05,0.658062,0.000228189
200,1565403161.8965852,1565403165.8979058,-87.95,-146.13,327.25,-1.558772,0.000560241,3.81224,0.000230217,1.170466,0.0011469
201,1565403170.3760576,1565403174.3762512,-87.95,-106.13000000000001,327.25,-0.765434,0.001145832,3.30304,0.00037815300000000005,0.779554,0.00145768
202,1565403180.3841505,1565403184.3840263,-87.95,-66.13000000000001,327.25,-0.24596,0.004208485,2.9273,0.000578792,0.579176,0.001870195
203,1565403189.4640384,1565403193.4632826,-87.95,-46.129999999999995,327.25,-0.0653866,0.0023476729999999998,2.80396,0.000415933,0.515362,0.000611449
