cycle,time_start,time_end,u,v,w,B_u,dB_u,B_v,dB_v,B_w,dB_w
125,1565401444.6565914,1565401448.6584404,-47.95,-106.13000000000001,327.25,-0.786454,0.000182016,2.62232,8.366600000000001e-05,0.653402,0.000161617
126,1565401456.8962018,1565401460.895791,-47.95,-66.13000000000001,327.25,-0.1429618,0.004141501,2.47518,0.00019235400000000002,0.510262,0.0016638870000000002
127,1565401467.2335932,1565401471.234041,-47.95,-46.129999999999995,327.25,0.004221,0.000295367,2.43314,0.000151658,0.50641,0.000142302
128,1565401505.4170322,1565401509.4182634,-47.95,-146.13,287.25,-1.323334,0.000142934,2.48686,0.00016733200000000002,1.092904,0.00054848
129,1565401515.0001273,1565401518.999933,-47.95,-106.13000000000001,287.25,-0.625284,0.000144672,2.41882,0.000164317,0.841046,0.00032746
130,1565401524.1362429,1565401528.1362438,-47.95,-66.13000000000001,287.25,-0.1541328,0.001638197,2.36296,0.000230217,0.685912,0.001334099
131,1565401532.456718,1565401536.456338,-47.95,-46.129999999999995,287.25,0.0144076,0.000666782,2.35308,0.000130384,0.631936,0.000831222
132,1565401586.1848192,1565401590.1856635,-47.95,-146.13,247.25,-1.016342,6.0581e-05,2.1907,0.0,1.128558,5.1186e-05
133,1565401597.6734567,1565401601.6744006,-47.95,-106.13000000000001,247.25,-0.45758,0.00045722,2.22624,5.4772e-05,0.893472,0.00013971399999999998
134,1565401607.4731827,1565401611.4741693,-47.95,-66.13000000000001,247.25,-0.0874566,0.0014288270000000001,2.2433,0.000565685,0.728934,0.001308465
135,1565401620.032489,1565401624.0325012,-47.95,-46.129999999999995,247.25,0.0409944,0.000261961,2.2518,0.000141421,0.673006,0.000580715
136,1565401656.7364604,1565401660.7363827,-47.95,-146.13,207.25,-0.669432,0.000314754,1.93574,5.4772e-05,1.07042,0.000211187
137,1565401664.9772954,1565401668.9789283,-47.95,-106.13000000000001,207.25,-0.253386,0.00041246800000000004,2.03962,8.366600000000001e-05,0.883314,0.000402778
138,1565401675.016099,1565401679.01584,-47.95,-66.13000000000001,207.25,0.019858,0.000389714,2.1058,7.071100000000001e-05,0.736726,0.000570596
139,1565401683.4888422,1565401687.4890563,-47.95,-46.129999999999995,207.25,0.1066932,0.000771383,2.13248,0.000130384,0.678704,0.000449144
140,1565401721.8805435,1565401725.881866,-47.95,-146.13,167.25,-0.339008,0.001267565,1.748756,0.00018849400000000002,0.972026,0.000547567
141,1565401732.640713,1565401736.6404529,-47.95,-106.13000000000001,167.25,-0.0540512,0.000956143,1.886102,0.00017963900000000002,0.83454,0.000576628
142,1565401742.632269,1565401746.6323302,-47.95,-66.13000000000001,167.25,0.1290828,0.0013773379999999999,1.984686,0.000262164,0.71729,0.00037716
143,1565401753.5685475,1565401757.5701537,-47.95,-46.129999999999995,167.25,0.18675,0.002123934,2.02408,0.00026832799999999997,0.666284,0.0008318830000000001
144,1565401779.3290844,1565401783.3303196,-47.95,-146.13,127.25,-0.0763144,0.001302708,1.634854,6.269e-05,0.792328,0.000114324
145,1565401787.9684703,1565401791.9683015,-47.95,-106.13000000000001,127.25,0.1268218,0.000160526,1.786998,0.000130077,0.706512,0.00035109800000000005
146,1565401800.7279987,1565401804.7291508,-47.95,-66.13000000000001,127.25,0.241334,0.0011321789999999999,1.898452,0.00017796099999999997,0.628846,0.001023489
147,1565401811.0804422,1565401815.0826952,-47.95,-46.129999999999995,127.25,0.271078,0.0018835129999999999,1.942998,5.5408e-05,0.592558,0.0014165170000000002
148,1565401853.1122227,1565401857.1135926,-47.95,-146.13,87.25,0.1307066,0.00065431,1.571406,0.00013446200000000001,0.623972,0.00045581800000000003
149,1565401863.4328575,1565401867.433887,-47.95,-106.13000000000001,87.25,0.281828,0.000922318,1.727358,0.000254892,0.603296,0.000783537
150,1565401876.1527135,1565401880.1530983,-47.95,-66.13000000000001,87.25,0.350446,0.00022040900000000002,1.835758,9.3648e-05,0.573762,0.000278783
151,1565401887.8401084,1565401891.841824,-47.95,-46.129999999999995,87.25,0.362012,0.000349242,1.879738,4.4385e-05,0.55099,0.000238851
152,1565401930.0805004,1565401934.0827782,-47.95,-146.13,47.25,0.273166,8.6197e-05,1.616222,3.6332e-05,0.450882,0.000129499
153,1565401939.3846335,1565401943.3860593,-47.95,-106.13000000000001,47.25,0.397878,0.000561667,1.730592,0.000114978,0.5191,0.00020087299999999999
154,1565401950.535974,1565401954.537271,-47.95,-66.13000000000001,47.25,0.43656,0.000123895,1.80996,8.3367e-05,0.527208,0.00018539099999999997
155,1565401959.3127367,1565401963.3140461,-47.95,-46.129999999999995,47.25,0.431912,0.0012758210000000001,1.844132,6.261e-05,0.520666,0.0009802189999999998
156,1565401991.5364304,1565401995.537245,-47.95,-146.13,7.25,0.387962,0.000592807,1.780944,8.4439e-05,0.367626,0.000542291
157,1565402002.0567162,1565402006.0589542,-47.95,-106.13000000000001,7.25,0.515978,0.001549845,1.77911,0.000173205,0.46609,0.001430944
158,1565402012.184204,1565402016.1834865,-47.95,-66.13000000000001,7.25,0.53131,0.0008342060000000001,1.80756,0.00015524200000000002,0.4836,0.000420535
159,1565402021.8725777,1565402025.8723087,-47.95,-46.129999999999995,7.25,0.516148,0.0017490770000000001,1.829464,0.00010526200000000001,0.476212,0.001562904
160,1565402136.2327516,1565402140.232338,-47.95,-146.13,-32.75,0.427054,0.000140819,1.906928,0.00010353700000000001,0.535754,0.000470935
161,1565402148.7847009,1565402152.7850394,-47.95,-106.13000000000001,-32.75,0.592466,0.000294245,1.806082,0.000151228,0.544092,0.000200175
162,1565402162.0563793,1565402166.0563216,-47.95,-66.13000000000001,-32.75,0.59564,0.001964637,1.794158,0.000703434,0.523674,0.0004970209999999999
163,1565402171.7043824,1565402175.7059865,-47.95,-46.129999999999995,-32.75,0.5749,0.0010334889999999998,1.805072,0.00028630400000000003,0.506496,0.000329515
164,1565402233.1763623,1565402237.176643,-47.95,-146.13,-72.75,0.447964,0.000163187,1.811268,0.00036155199999999996,0.865628,0.000698119
165,1565402242.2647843,1565402246.2658374,-47.95,-106.13000000000001,-72.75,0.665314,0.0014472320000000001,1.746618,0.000348095,0.694364,0.000802266
166,1565402253.1049945,1565402257.1043706,-47.95,-66.13000000000001,-72.75,0.66373,0.001883229,1.74262,0.000734405,0.603736,0.00019679900000000002
167,1565402266.54492,1565402270.544297,-47.95,-46.129999999999995,-72.75,0.633956,0.001900153,1.755322,0.00035181,0.568686,0.000913526
168,1565402316.5600462,1565402320.5601907,-87.95,-146.13,-72.75,0.565938,0.001497755,2.22202,0.00019235400000000002,0.845632,0.0015369679999999999
169,1565402327.7688582,1565402331.7684028,-87.95,-106.13000000000001,-72.75,0.64494,0.000325038,1.79898,0.000436291,0.736958,0.002135924
170,1565402339.7127779,1565402343.7147098,-87.95,-66.13000000000001,-72.75,0.597722,0.001427417,1.691478,0.000572818,0.648276,0.000269314
171,1565402352.9121428,1565402356.9137263,-87.95,-46.129999999999995,-72.75,0.556314,0.0014377,1.684642,0.00039047400000000003,0.613238,0.00044195
172,1565402399.1120782,1565402403.1124144,-87.95,-146.13,-32.75,0.573484,0.000184201,2.16412,8.366600000000001e-05,0.569488,0.000166943
173,1565402414.7288275,1565402418.7301354,-87.95,-106.13000000000001,-32.75,0.618506,0.001027731,1.83572,0.00042071400000000004,0.623994,0.000586541
174,1565402428.2966375,1565402432.29703,-87.95,-66.13000000000001,-32.75,0.574408,0.00033282099999999996,1.742208,2.1679e-05,0.59794,0.00042585199999999995
175,1565402439.3365092,1565402443.3369503,-87.95,-46.129999999999995,-32.75,0.536774,0.00033967599999999996,1.7373,0.000135462,0.572748,0.000640016
176,1565402504.5202572,1565402508.5209157,-87.95,-146.13,47.25,0.377672,0.000119875,1.774804,4.219e-05,0.57793,9.0277e-05
177,1565402516.3047156,1565402520.3043098,-87.95,-106.13000000000001,47.25,0.442506,0.000299633,1.78501,0.00028818400000000003,0.627474,0.000651521
178,1565402527.0804882,1565402531.0805542,-87.95,-66.13000000000001,47.25,0.438382,0.0015452410000000001,1.803254,0.00014240799999999998,0.609064,0.001608984
179,1565402537.1527853,1565402541.154259,-87.95,-46.129999999999995,47.25,0.42004,0.001511671,1.81923,0.000155724,0.588722,0.0015316070000000002
180,1565402678.7526746,1565402682.7532332,-87.95,-146.13,87.25,0.189416,4.7223000000000005e-05,1.750006,3.0496e-05,0.801604,8.6197e-05
181,1565402688.2082675,1565402692.207287,-87.95,-106.13000000000001,87.25,0.294052,0.0013761070000000001,1.823868,0.000329955,0.745986,0.000452692
182,1565402699.7121913,1565402703.7151408,-87.95,-66.13000000000001,87.25,0.334526,0.000177285,1.868336,0.00011393,0.669478,0.00028543
183,1565402709.5204551,1565402713.522488,-87.95,-46.129999999999995,87.25,0.332122,0.001052459,1.888272,0.000150233,0.633228,0.000128141
184,1565402791.0322256,1565402795.0316403,-87.95,-146.13,127.25,-0.026324,0.002502209,1.862692,0.00014754700000000002,1.0467,0.000155885
185,1565402800.2963562,1565402804.298004,-87.95,-106.13000000000001,127.25,0.1499864,0.001750236,1.932758,0.00024376200000000002,0.88657,0.0006505
186,1565402809.5129097,1565402813.5140483,-87.95,-66.13000000000001,127.25,0.237718,0.0035086279999999997,1.970326,0.00014188,0.748496,0.000791157
187,1565402820.9361274,1565402824.935385,-87.95,-46.129999999999995,127.25,0.26105,0.000524404,1.987526,8.735e-05,0.682288,0.001114908
188,1565402866.720623,1565402870.7203994,-87.95,-146.13,167.25,-0.29647,0.000491884,2.09244,0.000260768,1.25678,0.000629563
