cycle,time_start,time_end,u,v,w,B_u,dB_u,B_v,dB_v,B_w,dB_w
33,1565393535.2020547,1565393539.201392,112.05,-26.129999999999995,-152.75,1.576006,0.003331048,2.2127,0.001795828,-0.1556388,0.0025087910000000002
34,1565393546.8887844,1565393550.8883183,112.05,13.870000000000005,-152.75,1.207008,0.0006666860000000001,2.50552,0.000148324,-0.1410918,0.004545254
35,1565393578.0737453,1565393582.0747943,72.05,-146.13,-152.75,2.40546,0.00040373300000000003,2.61206,8.944299999999999e-05,0.64097,0.00161397
36,1565393586.5131395,1565393590.512338,72.05,-106.13000000000001,-152.75,1.735808,0.00045018900000000004,2.17176,0.00016733200000000002,0.511896,0.000309564
37,1565393600.0336895,1565393604.0338,72.05,-66.13000000000001,-152.75,1.465926,0.0017527489999999998,2.02066,0.001059717,0.372868,0.002368485
38,1565393609.8496733,1565393613.8518906,72.05,-26.129999999999995,-152.75,1.28551,0.000121861,2.04838,4.4721e-05,0.251146,0.00031173700000000003
39,1565393618.7528796,1565393622.7533302,72.05,13.870000000000005,-152.75,1.074574,0.0017052360000000002,2.16476,0.000482701,0.1507102,0.0008979039999999999
40,1565393651.8254013,1565393655.826456,32.05,-146.13,-152.75,2.2104,0.000524404,1.55838,0.00030240700000000003,0.817624,0.0013200870000000002
41,1565393660.7930832,1565393664.7949219,32.05,-106.13000000000001,-152.75,1.570382,0.000971658,1.737902,0.001428958,0.72094,0.003534615
42,1565393671.5454392,1565393675.5455916,32.05,-66.13000000000001,-152.75,1.289706,0.001813734,1.800548,0.00049937,0.596514,0.002207268
43,1565393680.7933273,1565393684.7960348,32.05,-26.129999999999995,-152.75,1.113482,0.000683572,1.871724,0.000295939,0.478868,0.000401958
44,1565393690.9696295,1565393694.9712224,32.05,13.870000000000005,-152.75,0.959026,0.001221241,1.965682,0.000373256,0.38038,0.000348066
45,1565393807.360917,1565393811.3617988,-7.95,-146.13,-152.75,1.419266,0.002266932,0.886174,0.00031832400000000004,0.976864,0.00312732
46,1565393818.945475,1565393822.9463294,-7.95,-106.13000000000001,-152.75,1.183318,0.000963935,1.457492,0.0006616419999999999,0.83488,0.000107935
47,1565393833.4816396,1565393837.4822154,-7.95,-66.13000000000001,-152.75,1.028054,0.00032423799999999997,1.635304,0.00014741100000000002,0.70785,0.00026048
48,1565393844.465769,1565393848.4671478,-7.95,-26.129999999999995,-152.75,0.890186,0.0017948760000000002,1.736426,0.000768915,0.599216,0.000345007
49,1565393855.7934785,1565393859.7945573,-7.95,13.870000000000005,-152.75,0.762398,0.00181555,1.820552,0.00024366,0.51061,0.001574389
50,1565393923.6250722,1565393927.624368,-47.95,-146.13,-152.75,0.62937,0.00285461,1.05179,0.003717533,1.16885,0.003361346
51,1565393933.7775898,1565393937.7773104,-47.95,-106.13000000000001,-152.75,0.836316,0.001057582,1.386884,0.000449032,0.934888,0.00045800699999999997
52,1565393942.265091,1565393946.2653246,-47.95,-66.13000000000001,-152.75,0.811332,0.000965645,1.526248,0.00035124099999999997,0.784386,0.00025175400000000003
53,1565393952.6497889,1565393956.6516857,-47.95,-26.129999999999995,-152.75,0.722022,0.001694954,1.619136,0.000236495,0.67306,0.001084965
54,1565393961.416557,1565393965.4190156,-47.95,13.870000000000005,-152.75,0.619862,0.000878106,1.697846,0.000127004,0.583072,0.000253318
55,1565394007.2091198,1565394011.2094278,-87.95,-146.13,-152.75,0.50996,0.0009615610000000001,1.57,0.001384738,1.269198,0.002001042
56,1565394015.0250387,1565394019.0280526,-87.95,-106.13000000000001,-152.75,0.629418,0.000651207,1.44976,0.000213776,0.97123,0.000277038
57,1565394026.4413319,1565394030.441587,-87.95,-66.13000000000001,-152.75,0.602788,0.00057543,1.469998,7.4297e-05,0.810678,0.0006461969999999999
58,1565394038.1530695,1565394042.1535468,-87.95,-26.129999999999995,-152.75,0.52244,0.000121861,1.527476,3.7815e-05,0.702844,0.000219272
59,1565394046.5773435,1565394050.5782444,-87.95,13.870000000000005,-152.75,0.43683,0.0008689360000000001,1.591386,0.000166823,0.616616,0.000524624
60,1565394111.9134607,1565394115.9158173,-87.95,-146.13,-112.75,0.51775,0.001263487,1.979212,0.000214406,1.144848,0.00030244
61,1565394122.1294851,1565394126.1319244,-87.95,-106.13000000000001,-112.75,0.639236,0.000373671,1.65014,0.000228801,0.881866,0.000316196
62,1565394131.6494193,1565394135.649425,-87.95,-66.13000000000001,-112.75,0.603068,0.000606152,1.592126,0.000142232,0.736136,0.00046741800000000004
63,1565394142.560946,1565394146.561024,-87.95,-26.129999999999995,-112.75,0.51747,0.001327968,1.616362,0.0003455,0.638808,0.000261285
64,1565394152.040571,1565394156.0415688,-87.95,13.870000000000005,-112.75,0.426708,0.000209452,1.664892,8.7006e-05,0.561856,0.000456213
65,1565394182.8331523,1565394186.8330083,-47.95,-146.13,-112.75,0.509462,0.001275174,1.455704,0.000129345,1.114736,0.000448141
66,1565394192.8495944,1565394196.85046,-47.95,-106.13000000000001,-112.75,0.757508,0.001687474,1.584916,0.00020659099999999997,0.826116,0.001273766
67,1565394203.7049723,1565394207.7067904,-47.95,-66.13000000000001,-112.75,0.74287,0.0042726629999999995,1.649636,0.000298546,0.683176,0.004203258
68,1565394220.2090063,1565394224.2094054,-47.95,-26.129999999999995,-112.75,0.657598,0.000739608,1.708858,0.000136272,0.588628,0.00039764300000000004
69,1565394231.2571356,1565394235.256541,-47.95,13.870000000000005,-112.75,0.55785,0.000283461,1.76867,3.8079e-05,0.515896,0.00035225
70,1565394279.337486,1565394283.3383498,-7.95,-146.13,-112.75,1.176434,0.00013126299999999998,1.205844,0.00036644199999999997,0.969296,0.000646746
71,1565394288.672748,1565394292.674088,-7.95,-106.13000000000001,-112.75,1.037614,0.00042459400000000003,1.606862,7.1903e-05,0.709304,0.000444893
72,1565394300.0096223,1565394304.010581,-7.95,-66.13000000000001,-112.75,0.911134,0.000532475,1.73825,0.000169706,0.592552,0.00046569300000000004
73,1565394309.2730598,1565394313.274197,-7.95,-26.129999999999995,-112.75,0.787548,0.001753859,1.816418,0.000583841,0.50979,0.000333542
74,1565394318.7535396,1565394322.753604,-7.95,13.870000000000005,-112.75,0.661468,0.002474868,1.886666,0.000597185,0.44415,0.000517735
75,1565394346.9216807,1565394350.9227235,32.05,-146.13,-112.75,1.879602,0.0068041840000000004,1.732866,0.007776479,0.621074,0.0020982920000000003
76,1565394356.9133024,1565394360.9141564,32.05,-106.13000000000001,-112.75,1.338436,0.000341731,1.851876,0.000175157,0.513474,0.000169352
77,1565394366.4888518,1565394370.4885979,32.05,-66.13000000000001,-112.75,1.08633,0.001224663,1.898928,0.000299616,0.448246,0.00229855
78,1565394375.7779646,1565394379.7784927,32.05,-26.129999999999995,-112.75,0.913108,0.00090212,1.955108,0.000255578,0.390202,0.00018198900000000002
79,1565394384.3530464,1565394388.3538978,32.05,13.870000000000005,-112.75,0.7623,0.004210683,2.02516,0.00098387,0.341502,0.000701798
80,1565394436.5932174,1565394440.59405,72.05,-146.13,-112.75,2.0516,7.071100000000001e-05,2.57192,4.4721e-05,0.1385506,0.00014353
81,1565394446.7132506,1565394450.712582,72.05,-106.13000000000001,-112.75,1.458726,0.000124218,2.21932,8.366600000000001e-05,0.23216,0.000318119
82,1565394455.0812545,1565394459.081897,72.05,-66.13000000000001,-112.75,1.196656,0.001160315,2.09676,0.00045607,0.225966,0.0014919220000000001
83,1565394464.8174329,1565394468.8192048,72.05,-26.129999999999995,-112.75,1.02137,0.001990389,2.1138,0.0008972180000000001,0.188412,0.000654347
84,1565394475.0893562,1565394479.0901089,72.05,13.870000000000005,-112.75,0.842678,0.002029401,2.19372,0.000756307,0.1686126,0.0008666689999999999
85,1565394514.9607258,1565394518.9622195,112.05,-146.13,-112.75,1.630546,4.3932e-05,3.36006,5.4772e-05,-0.279546,0.000104307
86,1565394523.4090397,1565394527.410192,112.05,-106.13000000000001,-112.75,1.271728,0.000127945,2.5087,7.071100000000001e-05,-0.0422288,0.00022126
87,1565394534.5214343,1565394538.524198,112.05,-66.13000000000001,-112.75,1.14957,0.00012267799999999998,2.2454,7.071100000000001e-05,-0.0401556,0.001439184
88,1565394544.0572176,1565394548.0568194,112.05,-26.129999999999995,-112.75,1.045822,0.000272525,2.26114,0.00016733200000000002,-0.0736422,0.000456287
89,1565394553.4326868,1565394557.4334044,112.05,13.870000000000005,-112.75,0.857844,0.00038843300000000004,2.3886,0.0001,-0.0261218,0.000710272
90,1565394577.993222,1565394581.9935527,152.05,-146.13,-112.75,0.617648,0.0014292729999999998,3.57588,0.000759605,-0.316082,0.000192925
91,1565394587.001081,1565394591.0010276,152.05,-106.13000000000001,-112.75,0.795568,0.000294313,2.56542,0.000216795,-0.156447,0.002312041
92,1565394595.9533725,1565394599.9560711,152.05,-66.13000000000001,-112.75,0.917594,0.0007729360000000001,2.25564,0.000832466,-0.266714,0.0013561270000000002
93,1565394606.0729764,1565394610.0723603,152.05,-26.129999999999995,-112.75,0.867878,0.00016115200000000002,2.35718,8.366600000000001e-05,-0.354038,0.000622872
94,1565394614.8808124,1565394618.8820422,152.05,13.870000000000005,-112.75,0.729756,0.000133529,2.58712,0.000109545,-0.222398,0.000452294
