0,1565393003.961859700,3648237803.961859700,-80.00,40.00,-200.00,0.501730000,1.221610000,1.236700000,-87.95,41.99,-192.75
0,1565393004.961604590,3648237804.961604590,-80.00,40.00,-200.00,0.501370000,1.221610000,1.236890000,-87.95,41.99,-192.75
0,1565393005.961819650,3648237805.961819650,-80.00,40.00,-200.00,0.501150000,1.221630000,1.236980000,-87.95,41.99,-192.75
0,1565393006.961514950,3648237806.961514950,-80.00,40.00,-200.00,0.501020000,1.221710000,1.236970000,-87.95,41.99,-192.75
0,1565393007.961532120,3648237807.961532120,-80.00,40.00,-200.00,0.501250000,1.221700000,1.236850000,-87.95,41.99,-192.75
1,1565393014.320831300,3648237814.320831300,-80.00,80.00,-200.00,0.594070000,1.255500000,1.038350000,-87.95,81.99,-192.75
1,1565393015.322093010,3648237815.322093010,-80.00,80.00,-200.00,0.594050000,1.255530000,1.038330000,-87.95,81.99,-192.75
1,1565393016.322049620,3648237816.322049620,-80.00,80.00,-200.00,0.594020000,1.255430000,1.038490000,-87.95,81.99,-192.75
1,1565393017.321346280,3648237817.321346280,-80.00,80.00,-200.00,0.593960000,1.255550000,1.038330000,-87.95,81.99,-192.75
1,1565393018.321952340,3648237818.321952340,-80.00,80.00,-200.00,0.593920000,1.255460000,1.038520000,-87.95,81.99,-192.75
2,1565393024.312412740,3648237824.312412740,-80.00,120.00,-200.00,0.572470000,1.340360000,0.903030000,-87.95,121.99,-192.75
2,1565393025.313243870,3648237825.313243860,-80.00,120.00,-200.00,0.574400000,1.340160000,0.901920000,-87.95,121.99,-192.75
2,1565393026.312510970,3648237826.312510970,-80.00,120.00,-200.00,0.574320000,1.340270000,0.901700000,-87.95,121.99,-192.75
2,1565393027.313270090,3648237827.313270090,-80.00,120.00,-200.00,0.574050000,1.340390000,0.901620000,-87.95,121.99,-192.75
2,1565393028.312313080,3648237828.312313080,-80.00,120.00,-200.00,0.574200000,1.340350000,0.901590000,-87.95,121.99,-192.75
3,1565393034.408463480,3648237834.408463480,-80.00,160.00,-200.00,0.507700000,1.427970000,0.795430000,-87.95,161.99,-192.75
3,1565393035.408887860,3648237835.408887860,-80.00,160.00,-200.00,0.507720000,1.428150000,0.794950000,-87.95,161.99,-192.75
3,1565393036.408641810,3648237836.408641810,-80.00,160.00,-200.00,0.507110000,1.428140000,0.795270000,-87.95,161.99,-192.75
3,1565393037.409193990,3648237837.409193990,-80.00,160.00,-200.00,0.506520000,1.428440000,0.795120000,-87.95,161.99,-192.75
3,1565393038.408402440,3648237838.408402440,-80.00,160.00,-200.00,0.506480000,1.428420000,0.795260000,-87.95,161.99,-192.75
4,1565393043.543241020,3648237843.543241020,-80.00,200.00,-200.00,0.429610000,1.505510000,0.705830000,-87.95,201.99,-192.75
4,1565393044.542276380,3648237844.542276380,-80.00,200.00,-200.00,0.429400000,1.505450000,0.705730000,-87.95,201.99,-192.75
4,1565393045.543240070,3648237845.543240070,-80.00,200.00,-200.00,0.430890000,1.505350000,0.704750000,-87.95,201.99,-192.75
4,1565393046.542558190,3648237846.542558190,-80.00,200.00,-200.00,0.431020000,1.505380000,0.704750000,-87.95,201.99,-192.75
4,1565393047.543106080,3648237847.543106080,-80.00,200.00,-200.00,0.430740000,1.505440000,0.704590000,-87.95,201.99,-192.75
5,1565393081.536588190,3648237881.536588190,-40.00,40.00,-200.00,0.776860000,0.864980000,1.172000000,-47.95,41.99,-192.75
5,1565393082.537682060,3648237882.537682060,-40.00,40.00,-200.00,0.776820000,0.865110000,1.171940000,-47.95,41.99,-192.75
5,1565393083.538768770,3648237883.538768770,-40.00,40.00,-200.00,0.776390000,0.864970000,1.172300000,-47.95,41.99,-192.75
5,1565393084.538971420,3648237884.538971420,-40.00,40.00,-200.00,0.776430000,0.865430000,1.171920000,-47.95,41.99,-192.75
5,1565393085.540075300,3648237885.540075300,-40.00,40.00,-200.00,0.776300000,0.865370000,1.172060000,-47.95,41.99,-192.75
6,1565393090.237984180,3648237890.237984180,-40.00,80.00,-200.00,0.885270000,1.223680000,1.045320000,-47.95,81.99,-192.75
6,1565393091.237885950,3648237891.237885950,-40.00,80.00,-200.00,0.885320000,1.222830000,1.046490000,-47.95,81.99,-192.75
6,1565393092.238070490,3648237892.238070490,-40.00,80.00,-200.00,0.885170000,1.223280000,1.045920000,-47.95,81.99,-192.75
6,1565393093.238107680,3648237893.238107680,-40.00,80.00,-200.00,0.883680000,1.222980000,1.047650000,-47.95,81.99,-192.75
6,1565393094.238033770,3648237894.238033770,-40.00,80.00,-200.00,0.884840000,1.223120000,1.046400000,-47.95,81.99,-192.75
7,1565393098.837909220,3648237898.837909220,-40.00,120.00,-200.00,0.841180000,1.399530000,0.915370000,-47.95,121.99,-192.75
7,1565393099.838101390,3648237899.838101390,-40.00,120.00,-200.00,0.840700000,1.399900000,0.915110000,-47.95,121.99,-192.75
7,1565393100.837456700,3648237900.837456700,-40.00,120.00,-200.00,0.840730000,1.399910000,0.914950000,-47.95,121.99,-192.75
7,1565393101.837401870,3648237901.837401870,-40.00,120.00,-200.00,0.843000000,1.399370000,0.913540000,-47.95,121.99,-192.75
7,1565393102.837419990,3648237902.837419990,-40.00,120.00,-200.00,0.843010000,1.399410000,0.913520000,-47.95,121.99,-192.75
8,1565393107.428145410,3648237907.428145410,-40.00,160.00,-200.00,0.754140000,1.517250000,0.798620000,-47.95,161.99,-192.75
8,1565393108.427454950,3648237908.427454950,-40.00,160.00,-200.00,0.753860000,1.517480000,0.798250000,-47.95,161.99,-192.75
